dataset,condition,candidate_step1_ratio,committed_step1_ratio,candidate_to_committed_ratio,source_member
ag_news,single_bad_first_step_then_stable,5.100825329224488,5.100825329224488,1.0,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_single_bad_first_step_then_stable_seed42_early_logs.json
ag_news,single_bad_first_step_then_stable,5.095492677053694,5.095492677053694,1.0,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_single_bad_first_step_then_stable_seed456_early_logs.json
dbpedia_14,buggy_failfast_guard,10.984176633767834,10.984176633767834,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_failfast_guard_seed123_early_logs.json
dbpedia_14,buggy_failfast_guard,10.992778047648734,10.992778047648734,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_failfast_guard_seed42_early_logs.json
dbpedia_14,buggy_failfast_guard,11.000147042372891,11.000147042372891,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_failfast_guard_seed456_early_logs.json
dbpedia_14,buggy_no_guard,10.984176633767834,10.984176633767834,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_no_guard_seed123_early_logs.json
dbpedia_14,buggy_no_guard,10.992778047648734,10.992778047648734,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_no_guard_seed42_early_logs.json
dbpedia_14,buggy_no_guard,11.000147042372891,11.000147042372891,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_no_guard_seed456_early_logs.json
dbpedia_14,buggy_rescue_guard,10.984176633767834,9.597710857603238e-07,11444579.646891788,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_rescue_guard_seed123_early_logs.json
dbpedia_14,buggy_rescue_guard,10.992778047648734,9.605164854784372e-07,11444653.177579964,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_rescue_guard_seed42_early_logs.json
dbpedia_14,buggy_rescue_guard,11.000147042372891,9.611632516811271e-07,11444618.823215548,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_rescue_guard_seed456_early_logs.json
dbpedia_14,single_bad_first_step_then_stable,10.984176633767834,10.984176633767834,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_single_bad_first_step_then_stable_seed123_early_logs.json
dbpedia_14,single_bad_first_step_then_stable,10.992778047648734,10.992778047648734,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_single_bad_first_step_then_stable_seed42_early_logs.json
dbpedia_14,single_bad_first_step_then_stable,11.000147042372891,11.000147042372891,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_single_bad_first_step_then_stable_seed456_early_logs.json
dbpedia_14,buggy_failfast_guard,5.0747600248618046,5.0747600248618046,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_failfast_guard_seed123_early_logs.json
dbpedia_14,buggy_failfast_guard,5.105076965398684,5.105076965398684,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_failfast_guard_seed42_early_logs.json
dbpedia_14,buggy_failfast_guard,5.117841022745161,5.117841022745161,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_failfast_guard_seed456_early_logs.json
dbpedia_14,buggy_no_guard,5.0747600248618046,5.0747600248618046,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_no_guard_seed123_early_logs.json
dbpedia_14,buggy_no_guard,5.105076965398684,5.105076965398684,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_no_guard_seed42_early_logs.json
dbpedia_14,buggy_no_guard,5.117841022745161,5.117841022745161,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_no_guard_seed456_early_logs.json
dbpedia_14,buggy_rescue_guard,5.0747600248618046,6.280939903768778e-07,8079618.819178282,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_rescue_guard_seed123_early_logs.json
dbpedia_14,buggy_rescue_guard,5.105076965398684,6.31861260467151e-07,8079427.059073651,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_rescue_guard_seed42_early_logs.json
dbpedia_14,buggy_rescue_guard,5.117841022745161,6.334284335227387e-07,8079588.398460236,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_rescue_guard_seed456_early_logs.json
dbpedia_14,single_bad_first_step_then_stable,5.0747600248618046,5.0747600248618046,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_single_bad_first_step_then_stable_seed123_early_logs.json
dbpedia_14,single_bad_first_step_then_stable,5.105076965398684,5.105076965398684,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_single_bad_first_step_then_stable_seed42_early_logs.json
dbpedia_14,single_bad_first_step_then_stable,5.117841022745161,5.117841022745161,1.0,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_single_bad_first_step_then_stable_seed456_early_logs.json
