dataset,model,condition,seed,candidate_lr,intended_lr,candidate_to_intended_lr_ratio,lr_abs_error,lr_assertion_violation,candidate_update_ratio,threshold,update_guard_violation,source_member
ag_news,large-6,fixed_order_with_guard,123,8.734640537108554e-08,8.734640537108554e-08,1.0,0.0,False,9.604655882930696e-07,0.0003029599770822081,False,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_large-6_fixed_order_with_guard_seed123_early_logs.json
ag_news,large-6,fixed_order_with_guard,456,8.734640537108554e-08,8.734640537108554e-08,1.0,0.0,False,9.610238083566576e-07,0.0003029599770822081,False,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_large-6_fixed_order_with_guard_seed456_early_logs.json
ag_news,large-6,single_bad_first_step_then_stable,42,1.0,1.2500000000000001e-08,80000000.0,0.9999999875,True,11.004383542847531,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_large-6_single_bad_first_step_then_stable_seed42_early_logs.json
ag_news,large-6,single_bad_first_step_then_stable,123,1.0,1.2500000000000001e-08,80000000.0,0.9999999875,True,10.991920611163897,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_large-6_single_bad_first_step_then_stable_seed123_early_logs.json
ag_news,large-6,single_bad_first_step_then_stable,456,1.0,1.2500000000000001e-08,80000000.0,0.9999999875,True,10.998500859253104,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_large-6_single_bad_first_step_then_stable_seed456_early_logs.json
ag_news,large-6,stable_with_guard,42,1.2500000000000001e-08,1.2500000000000001e-08,1.0,0.0,False,1.390434820568919e-07,0.0003029599770822081,False,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_large-6_stable_with_guard_seed42_early_logs.json
ag_news,large-6,stable_with_guard,123,1.2500000000000001e-08,1.2500000000000001e-08,1.0,0.0,False,1.3889051406377457e-07,0.0003029599770822081,False,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_large-6_stable_with_guard_seed123_early_logs.json
ag_news,large-6,stable_with_guard,456,1.2500000000000001e-08,1.2500000000000001e-08,1.0,0.0,False,1.389659784180983e-07,0.0003029599770822081,False,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_large-6_stable_with_guard_seed456_early_logs.json
ag_news,medium-4,buggy_failfast_guard,42,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.100825329224488,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_buggy_failfast_guard_seed42_early_logs.json
ag_news,medium-4,buggy_failfast_guard,123,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.076113987968168,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_buggy_failfast_guard_seed123_early_logs.json
ag_news,medium-4,buggy_failfast_guard,456,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.095492677053694,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_buggy_failfast_guard_seed456_early_logs.json
ag_news,medium-4,buggy_no_guard,42,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.100825329224488,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_buggy_no_guard_seed42_early_logs.json
ag_news,medium-4,buggy_no_guard,123,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.076113987968168,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_buggy_no_guard_seed123_early_logs.json
ag_news,medium-4,buggy_no_guard,456,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.095492677053694,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_buggy_no_guard_seed456_early_logs.json
ag_news,medium-4,buggy_rescue_guard,42,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.100825329224488,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_buggy_rescue_guard_seed42_early_logs.json
ag_news,medium-4,buggy_rescue_guard,123,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.076113987968168,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_buggy_rescue_guard_seed123_early_logs.json
ag_news,medium-4,buggy_rescue_guard,456,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.095492677053694,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_buggy_rescue_guard_seed456_early_logs.json
ag_news,medium-4,fixed_order_with_guard,42,1.2352647110032733e-07,1.2352647110032733e-07,1.0,0.0,False,6.313328298489665e-07,0.0003029599770822081,False,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_fixed_order_with_guard_seed42_early_logs.json
ag_news,medium-4,fixed_order_with_guard,123,1.2352647110032733e-07,1.2352647110032733e-07,1.0,0.0,False,6.282743546757413e-07,0.0003029599770822081,False,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_fixed_order_with_guard_seed123_early_logs.json
ag_news,medium-4,fixed_order_with_guard,456,1.2352647110032733e-07,1.2352647110032733e-07,1.0,0.0,False,6.306796689501647e-07,0.0003029599770822081,False,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_fixed_order_with_guard_seed456_early_logs.json
ag_news,medium-4,single_bad_first_step_then_stable,42,1.0,1.2500000000000001e-08,80000000.0,0.9999999875,True,5.100825329224488,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_single_bad_first_step_then_stable_seed42_early_logs.json
ag_news,medium-4,single_bad_first_step_then_stable,123,1.0,1.2500000000000001e-08,80000000.0,0.9999999875,True,5.076113987968168,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_single_bad_first_step_then_stable_seed123_early_logs.json
ag_news,medium-4,single_bad_first_step_then_stable,456,1.0,1.2500000000000001e-08,80000000.0,0.9999999875,True,5.095492677053694,0.0003029599770822081,True,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_single_bad_first_step_then_stable_seed456_early_logs.json
ag_news,medium-4,stable_with_guard,42,1.2500000000000001e-08,1.2500000000000001e-08,1.0,0.0,False,6.65211715491729e-08,0.0003029599770822081,False,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_stable_with_guard_seed42_early_logs.json
ag_news,medium-4,stable_with_guard,123,1.2500000000000001e-08,1.2500000000000001e-08,1.0,0.0,False,6.617386757028279e-08,0.0003029599770822081,False,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_stable_with_guard_seed123_early_logs.json
ag_news,medium-4,stable_with_guard,456,1.2500000000000001e-08,1.2500000000000001e-08,1.0,0.0,False,6.644164202713635e-08,0.0003029599770822081,False,transformer_project/results/warmup_safety_gate_ag_news_agnews_warmup_safety_gate_v2_calibrated/early_logs/ag_news_medium-4_stable_with_guard_seed456_early_logs.json
dbpedia_14,large-6,buggy_failfast_guard,42,1.0,8.734640537108554e-08,11448668.044798924,0.9999999126535947,True,10.992778047648734,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_failfast_guard_seed42_early_logs.json
dbpedia_14,large-6,buggy_failfast_guard,123,1.0,8.734640537108554e-08,11448668.044798924,0.9999999126535947,True,10.984176633767834,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_failfast_guard_seed123_early_logs.json
dbpedia_14,large-6,buggy_failfast_guard,456,1.0,8.734640537108554e-08,11448668.044798924,0.9999999126535947,True,11.000147042372891,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_failfast_guard_seed456_early_logs.json
dbpedia_14,large-6,buggy_no_guard,42,1.0,8.734640537108554e-08,11448668.044798924,0.9999999126535947,True,10.992778047648734,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_no_guard_seed42_early_logs.json
dbpedia_14,large-6,buggy_no_guard,123,1.0,8.734640537108554e-08,11448668.044798924,0.9999999126535947,True,10.984176633767834,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_no_guard_seed123_early_logs.json
dbpedia_14,large-6,buggy_no_guard,456,1.0,8.734640537108554e-08,11448668.044798924,0.9999999126535947,True,11.000147042372891,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_no_guard_seed456_early_logs.json
dbpedia_14,large-6,buggy_rescue_guard,42,1.0,8.734640537108554e-08,11448668.044798924,0.9999999126535947,True,10.992778047648734,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_rescue_guard_seed42_early_logs.json
dbpedia_14,large-6,buggy_rescue_guard,123,1.0,8.734640537108554e-08,11448668.044798924,0.9999999126535947,True,10.984176633767834,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_rescue_guard_seed123_early_logs.json
dbpedia_14,large-6,buggy_rescue_guard,456,1.0,8.734640537108554e-08,11448668.044798924,0.9999999126535947,True,11.000147042372891,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_buggy_rescue_guard_seed456_early_logs.json
dbpedia_14,large-6,fixed_order_with_guard,42,8.734640537108554e-08,8.734640537108554e-08,1.0,0.0,False,9.605164854784372e-07,0.0003472303038485647,False,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_fixed_order_with_guard_seed42_early_logs.json
dbpedia_14,large-6,fixed_order_with_guard,123,8.734640537108554e-08,8.734640537108554e-08,1.0,0.0,False,9.597710857603238e-07,0.0003472303038485647,False,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_fixed_order_with_guard_seed123_early_logs.json
dbpedia_14,large-6,fixed_order_with_guard,456,8.734640537108554e-08,8.734640537108554e-08,1.0,0.0,False,9.611632516811271e-07,0.0003472303038485647,False,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_fixed_order_with_guard_seed456_early_logs.json
dbpedia_14,large-6,single_bad_first_step_then_stable,42,1.0,1.2500000000000001e-08,80000000.0,0.9999999875,True,10.992778047648734,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_single_bad_first_step_then_stable_seed42_early_logs.json
dbpedia_14,large-6,single_bad_first_step_then_stable,123,1.0,1.2500000000000001e-08,80000000.0,0.9999999875,True,10.984176633767834,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_single_bad_first_step_then_stable_seed123_early_logs.json
dbpedia_14,large-6,single_bad_first_step_then_stable,456,1.0,1.2500000000000001e-08,80000000.0,0.9999999875,True,11.000147042372891,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_single_bad_first_step_then_stable_seed456_early_logs.json
dbpedia_14,large-6,stable_with_guard,42,1.2500000000000001e-08,1.2500000000000001e-08,1.0,0.0,False,1.3889203496407732e-07,0.0003472303038485647,False,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_stable_with_guard_seed42_early_logs.json
dbpedia_14,large-6,stable_with_guard,123,1.2500000000000001e-08,1.2500000000000001e-08,1.0,0.0,False,1.3878823444808653e-07,0.0003472303038485647,False,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_stable_with_guard_seed123_early_logs.json
dbpedia_14,large-6,stable_with_guard,456,1.2500000000000001e-08,1.2500000000000001e-08,1.0,0.0,False,1.3899312272713683e-07,0.0003472303038485647,False,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_large-6_stable_with_guard_seed456_early_logs.json
dbpedia_14,medium-4,buggy_failfast_guard,42,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.105076965398684,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_failfast_guard_seed42_early_logs.json
dbpedia_14,medium-4,buggy_failfast_guard,123,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.0747600248618046,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_failfast_guard_seed123_early_logs.json
dbpedia_14,medium-4,buggy_failfast_guard,456,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.117841022745161,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_failfast_guard_seed456_early_logs.json
dbpedia_14,medium-4,buggy_no_guard,42,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.105076965398684,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_no_guard_seed42_early_logs.json
dbpedia_14,medium-4,buggy_no_guard,123,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.0747600248618046,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_no_guard_seed123_early_logs.json
dbpedia_14,medium-4,buggy_no_guard,456,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.117841022745161,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_no_guard_seed456_early_logs.json
dbpedia_14,medium-4,buggy_rescue_guard,42,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.105076965398684,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_rescue_guard_seed42_early_logs.json
dbpedia_14,medium-4,buggy_rescue_guard,123,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.0747600248618046,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_rescue_guard_seed123_early_logs.json
dbpedia_14,medium-4,buggy_rescue_guard,456,1.0,1.2352647110032733e-07,8095430.810031051,0.999999876473529,True,5.117841022745161,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_buggy_rescue_guard_seed456_early_logs.json
dbpedia_14,medium-4,fixed_order_with_guard,42,1.2352647110032733e-07,1.2352647110032733e-07,1.0,0.0,False,6.31861260467151e-07,0.0003472303038485647,False,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_fixed_order_with_guard_seed42_early_logs.json
dbpedia_14,medium-4,fixed_order_with_guard,123,1.2352647110032733e-07,1.2352647110032733e-07,1.0,0.0,False,6.280939903768778e-07,0.0003472303038485647,False,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_fixed_order_with_guard_seed123_early_logs.json
dbpedia_14,medium-4,fixed_order_with_guard,456,1.2352647110032733e-07,1.2352647110032733e-07,1.0,0.0,False,6.334284335227387e-07,0.0003472303038485647,False,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_fixed_order_with_guard_seed456_early_logs.json
dbpedia_14,medium-4,single_bad_first_step_then_stable,42,1.0,1.2500000000000001e-08,80000000.0,0.9999999875,True,5.105076965398684,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_single_bad_first_step_then_stable_seed42_early_logs.json
dbpedia_14,medium-4,single_bad_first_step_then_stable,123,1.0,1.2500000000000001e-08,80000000.0,0.9999999875,True,5.0747600248618046,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_single_bad_first_step_then_stable_seed123_early_logs.json
dbpedia_14,medium-4,single_bad_first_step_then_stable,456,1.0,1.2500000000000001e-08,80000000.0,0.9999999875,True,5.117841022745161,0.0003472303038485647,True,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_single_bad_first_step_then_stable_seed456_early_logs.json
dbpedia_14,medium-4,stable_with_guard,42,1.2500000000000001e-08,1.2500000000000001e-08,1.0,0.0,False,6.6584366392461e-08,0.0003472303038485647,False,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_stable_with_guard_seed42_early_logs.json
dbpedia_14,medium-4,stable_with_guard,123,1.2500000000000001e-08,1.2500000000000001e-08,1.0,0.0,False,6.615633351405957e-08,0.0003472303038485647,False,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_stable_with_guard_seed123_early_logs.json
dbpedia_14,medium-4,stable_with_guard,456,1.2500000000000001e-08,1.2500000000000001e-08,1.0,0.0,False,6.675231607873928e-08,0.0003472303038485647,False,transformer_project/results/warmup_safety_gate_dbpedia_14_dbpedia_warmup_safety_gate_v2_calibrated/early_logs/dbpedia_14_medium-4_stable_with_guard_seed456_early_logs.json
